Gene,GeneStableID,MGI_ID,UniProtID,GeneName,Category1,Subcategory,Comments,UniProt_function,PANTHER_ProteinClass,GO_CellularComponent,GO_MolecularFunction,KEGG_CytoChemoReceptor,TFdb_TranscrFact,PRRs_and_Effectors
Tmem106a,ENSMUSG00000034947,1922056,Q8VC04,Transmembrane protein 106A,otherCellSurfaceProt,,,"Activates macrophages and polarizes them into M1-like macrophages through the activation of the MAPK and NF-kappaB signaling pathway (PubMed:26215746). Upon activation, up-regulates the expression of CD80, CD86, CD69 and MHC II on macrophages, and induces the release of pro-inflammatory cytokines such as TNF, IL1B, IL6, CCL2 and nitric oxide (PubMed:26215746). May play a role in inhibition of proliferation and migration (By similarity).",NA,"membrane,plasma membrane",molecular_function,NA,NA,NA
Tnfrsf23,ENSMUSG00000037613,1930269,Q9ER63,Tumor necrosis factor receptor superfamily member 23,otherCellSurfaceProt,,,Receptor for the cytotoxic ligand TRAIL. Lacks a cytoplasmic death domain and hence is not capable of inducing apoptosis. May protect cells against TRAIL mediated apoptosis through ligand competition. Cannot induce the NF-kappa-B pathway.,transmembrane signal receptor(PC00197),"membrane,external side of plasma membrane,plasma membrane,membrane raft,CD95 death-inducing signaling complex","protein binding,tumor necrosis factor receptor activity",NA,NA,NA
Trat1,ENSMUSG00000030775,1924897,Q3UU67,T-cell receptor-associated transmembrane adapter 1,otherCellSurfaceProt,,,NA,defense/immunity protein(PC00090),"membrane,plasma membrane,centriolar satellite,mitotic spindle,T cell receptor complex",molecular_function,NA,NA,NA
Trem1,ENSMUSG00000042265,1930005,Q9JKE2,Triggering receptor expressed on myeloid cells 1,otherCellSurfaceProt,,,"Cell surface receptor that plays important roles in innate and adaptive immunity by amplifying inflammatory responses. Upon activation by various ligands such as PGLYRP1, HMGB1 or HSP70, multimerizes and forms a complex with transmembrane adapter TYROBP/DAP12. In turn, initiates a SYK-mediated cascade of tyrosine phosphorylation, activating multiple downstream mediators such as BTK, MAPK1, MAPK3 or phospholipase C-gamma. This cascade promotes the neutrophil- and macrophage-mediated release of pro-inflammatory cytokines and/or chemokines, as well as their migration and thereby amplifies inflammatory responses that are triggered by bacterial and fungal infections (PubMed:23241959, PubMed:27328755). By also promoting the amplification of inflammatory signals that are initially triggered by Toll-like receptor (TLR) and NOD-like receptor engagement, plays a major role in the pathophysiology of acute and chronic inflammatory diseases of different etiologies including septic shock and atherosclerosis (By similarity).",NA,"membrane,plasma membrane","signaling receptor activity,scaffold protein binding",NA,NA,NA
Trem2,ENSMUSG00000023992,1913150,Q99NH8,Triggering receptor expressed on myeloid cells 2,otherCellSurfaceProt,,,Forms a receptor signaling complex with TYROBP which mediates signaling and cell activation following ligand binding,immunoglobulin receptor superfamily(PC00124),"membrane,plasma membrane,extracellular region,plasma membrane raft","protein binding,protein-containing complex binding,signaling receptor activity,lipid binding,transmembrane signaling receptor activity,amyloid-beta binding,phospholipid binding,phosphatidylserine binding,scaffold protein binding,sulfatide binding,apolipoprotein binding,lipopolysaccharide binding,low-density lipoprotein particle binding,kinase activator activity,lipoprotein particle binding,high-density lipoprotein particle binding,apolipoprotein A-I binding,phosphatidylethanolamine binding,very-low-density lipoprotein particle binding,protein tyrosine kinase binding,peptidoglycan binding,lipoteichoic acid binding",NA,NA,NA
Trem3,ENSMUSG00000041754,1930003,Q9JKE1,Triggering receptor expressed on myeloid cells 3,otherCellSurfaceProt,,,Forms a receptor signaling complex with TYROBP/DAP12 which mediates activation of macrophages as part of the innate immune response.,NA,"membrane,plasma membrane",protein binding,NA,NA,NA
Treml2,ENSMUSG00000071068,2147038,Q2LA85,Trem-like transcript 2 protein,otherCellSurfaceProt,,,Cell surface receptor that may play a role in the innate and adaptive immune response. Acts as a counter-receptor for CD276 and interaction with CD276 on T-cells enhances T-cell activation (By similarity).,NA,"membrane,plasma membrane,cell surface",signaling receptor activity,NA,NA,NA
Treml4,ENSMUSG00000051682,1923239,Q3LRV9,Trem-like transcript 4 protein,otherCellSurfaceProt,,,"Positively regulates Toll-like receptor signaling via TLR7, TLR9 and TLR13 in neutrophils and splenic macrophages (PubMed:25848864). Regulates TLR7 signaling by controlling ligand-induced recruitment of TLR7 from the endoplasmic reticulum to endosomes and lysosomes (PubMed:25848864). Positively regulates Toll-like receptor TLR9-induced production of inflammatory cytokines but is dispensable for IFNB1 production (PubMed:25848864). Involved in the anti-viral response to several viruses including influenza virus, vesicular stomatitis virus and cytomegalovirus (PubMed:25848864). Binds to late apoptotic, and necrotic cells, but not living or early apoptotic cells, but is not essential for uptake of dying cells by dendritic cells (DCs) (PubMed:22210914, PubMed:19155473, PubMed:25848864). Does not bind nucleic acids (PubMed:25848864). May participate in antigen presentation (PubMed:22210914).",NA,"membrane,plasma membrane,endoplasmic reticulum,cell surface,lysosomal membrane,endosome membrane","protein binding,signaling receptor activity",NA,NA,NA
Ulbp1,ENSMUSG00000079685,1925027,Q8HWA3,UL16-binding protein 1,otherCellSurfaceProt,,,no info,major histocompatibility complex protein(PC00149),"cytosol,membrane,external side of plasma membrane,extracellular space,cell surface,plasma membrane,intracellular membrane-bounded organelle",natural killer cell lectin-like receptor binding,NA,NA,NA
Umod,ENSMUSG00000030963,102674,Q91X17,Uromodulin,otherCellSurfaceProt,,,"Functions in biogenesis and organization of the apical membrane of epithelial cells of the thick ascending limb of Henle's loop (TALH), where it promotes formation of complex filamentous gel-like structure that may play a role in the water barrier permeability. May serve as a receptor for binding and endocytosis of cytokines (IL-1, IL-2) and TNF. Facilitates neutrophil migration across renal epithelia.",transmembrane signal receptor(PC00197),"membrane,extracellular space,plasma membrane,cell surface,Golgi apparatus,basolateral plasma membrane,apical plasma membrane,extracellular region,cell projection,endoplasmic reticulum,apical part of cell,cilium,ciliary membrane,cytoplasmic vesicle,membrane raft,spindle pole","calcium ion binding,protein binding,extracellular matrix structural constituent,IgG binding",NA,NA,NA
Vcam1,ENSMUSG00000027962,98926,P29533,Vascular cell adhesion protein 1,otherCellSurfaceProt,,,"Cell adhesion glycoprotein predominantly expressed on the surface of endothelial cells that plays an important role in immune surveillance and inflammation. Acts as a major regulator of leukocyte adhesion to the endothelium through interaction with different types of integrins. During inflammatory responses, binds ligands on the surface of activated endothelial cells to initiate the activation of calcium channels and the plasma membrane-associated small GTPase RAC1 leading to leukocyte transendothelial migration. Serves also as a quality-control checkpoint for entry into bone marrow by providing a 'don't-eat-me' stamping in the context of major histocompatibility complex (MHC) class-I presentation.",cell adhesion molecule(PC00069),"integral component of membrane,membrane,plasma membrane,podosome,extracellular space,early endosome,endoplasmic reticulum,Golgi apparatus,microvillus,external side of plasma membrane,cell surface,filopodium,sarcolemma,apical part of cell,alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex,cell periphery,apical plasma membrane","integrin binding,primary amine oxidase activity,cell adhesion molecule binding",NA,NA,NA
Zpld2,ENSMUSG00000073747,3702974,Q3UU21,Zona pellucida-like domain-containing 2,otherCellSurfaceProt,,,no info,transmembrane signal receptor(PC00197),"extracellular space,cell surface,apical plasma membrane",extracellular matrix structural constituent,NA,NA,NA
Pigr,ENSMUSG00000026417,103080,O70570,Polymeric immunoglobulin receptor,otherCellSurfaceProt,,,"Mediates selective transcytosis of polymeric IgA and IgM across mucosal epithelial cells. Binds polymeric IgA and IgM at the basolateral surface of epithelial cells. The complex is then transported across the cell to be secreted at the apical surface. During this process, a cleavage occurs that separates the extracellular (known as the secretory component) from the transmembrane segment.",immunoglobulin receptor superfamily(PC00124),"membrane,plasma membrane,extracellular space,secretory IgA immunoglobulin complex,extracellular region,transport vesicle,recycling endosome membrane,receptor complex","transmembrane signaling receptor activity,epidermal growth factor receptor binding,polymeric immunoglobulin receptor activity",NA,NA,NA
Alpk1,ENSMUSG00000028028,1918731,Q9CXB8,Alpha-protein kinase 1,PRR,CellWallComponents,,"Serine/threonine-protein kinase that detects bacterial pathogen-associated molecular pattern metabolites (PAMPs) and initiates an innate immune response, a critical step for pathogen elimination and engagement of adaptive immunity (By similarity).Specifically recognizes and binds ADP-D-glycero-beta-D-manno-heptose (ADP-Heptose), a potent PAMP present in all Gram-negative and some Gram-positive bacteria",non-receptor serine/threonine protein kinase(PC00167),"spindle pole,centrosome,cytosol,cilium","ATP binding,protein serine/threonine kinase activity,transferase activity,kinase activity,monosaccharide binding",NA,NA,NA
Bpifb1,ENSMUSG00000027485,2137431,Q61114,BPI fold-containing family B member 1,PRR,CellWallComponents,,"May play a role in innate immunity in mouth, nose and lungs. Binds bacterial lipopolysaccharide (LPS) and modulates the cellular responses to LPS.",NA,"extracellular space,extracellular region",lipid binding,NA,NA,NA
Cd14,ENSMUSG00000051439,88318,P10810,Monocyte differentiation antigen CD14,PRR,CellWallComponents,,"Coreceptor for bacterial lipopolysaccharide. In concert with LBP, binds to monomeric lipopolysaccharide and delivers it to the LY96/TLR4 complex, thereby mediating the innate immune response to bacterial lipopolysaccharide (LPS) (PubMed:16148141).",transmembrane signal receptor(PC00197),"membrane,Golgi apparatus,external side of plasma membrane,extracellular space,plasma membrane,cell surface,membrane raft,extracellular region,lipopolysaccharide receptor complex","protein binding,lipopolysaccharide binding,lipopolysaccharide immune receptor activity,lipoteichoic acid binding,lipopeptide binding",NA,NA,sensor
Cd207,ENSMUSG00000034783,2180021,Q8VBX4,C-type lectin domain family 4 member K,PRR,CellWallComponents,,"Calcium-dependent lectin displaying mannose-binding specificity. Induces the formation of Birbeck granules (BGs); is a potent regulator of membrane superimposition and zippering. Binds to sulfated as well as mannosylated glycans, keratan sulfate (KS) and beta-glucans. Facilitates uptake of antigens and is involved in the routing and/or processing of antigen for presentation to T cells.",membrane traffic protein(PC00150),"membrane,external side of plasma membrane,plasma membrane",carbohydrate binding,NA,NA,sensor
Cd209a,ENSMUSG00000031494,2157942,Q91ZX1,CD209 antigen-like protein A,PRR,CellWallComponents,,Probable pathogen-recognition receptor. May mediate the endocytosis of pathogens which are subsequently degraded in lysosomal compartments. May recognize in a calcium-dependent manner high mannose N-linked oligosaccharides in a variety of pathogen antigens.,membrane traffic protein(PC00150),"membrane,external side of plasma membrane,cell surface,plasma membrane","metal ion binding,carbohydrate binding,virus receptor activity,mannose binding,calcium-dependent protein binding,carbohydrate derivative binding",NA,NA,NA
Cd209b,ENSMUSG00000065987,1916415,Q8CJ91,CD209 antigen-like protein B,PRR,CellWallComponents,,"Probable pathogen-recognition receptor. May mediate the endocytosis of pathogens which are subsequently degraded in lysosomal compartments. May recognize in a calcium-dependent manner high mannose N-linked oligosaccharides in a variety of pathogen antigens. Is a receptor for ICAM3, probably by binding to mannose-like carbohydrates.",membrane traffic protein(PC00150),"membrane,external side of plasma membrane,plasma membrane","metal ion binding,carbohydrate binding,virus receptor activity,polysaccharide binding,mannose binding,calcium-dependent protein binding,(1->3)-beta-D-glucan binding",NA,NA,sensor
Cd209c,ENSMUSG00000040165,2157945,Q91ZW9,CD209 antigen-like protein C,PRR,CellWallComponents,,Probable pathogen-recognition receptor. May recognize in a calcium-dependent manner high mannose N-linked oligosaccharides in a variety of pathogen antigens.,membrane traffic protein(PC00150),"external side of plasma membrane,plasma membrane","metal ion binding,carbohydrate binding,virus receptor activity,mannose binding",NA,NA,NA
Cd209d,ENSMUSG00000031495,2157947,Q91ZW8,CD209 antigen-like protein D,PRR,CellWallComponents,,Probable pathogen-recognition receptor. May mediate the endocytosis of pathogens which are subsequently degraded in lysosomal compartments. May recognize in a calcium-dependent manner high mannose N-linked oligosaccharides in a variety of pathogen antigens.,membrane traffic protein(PC00150),"membrane,external side of plasma membrane,plasma membrane","metal ion binding,carbohydrate binding,identical protein binding,virus receptor activity,mannose binding",NA,NA,sensor
Cd209e,ENSMUSG00000040197,2157948,Q91ZW7,CD209 antigen-like protein E,PRR,CellWallComponents,,Putative pathogen-recognition receptor. May mediate the endocytosis of pathogens which are subsequently degraded in lysosomal compartments.,membrane traffic protein(PC00150),"membrane,external side of plasma membrane,plasma membrane","carbohydrate binding,virus receptor activity,mannose binding",NA,NA,NA
